# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	6785	8509	-	WP_038236929.1	WP_038236929.1		EAL domain-containing protein		66886996	ISN38_RS00055	1725	574	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	8514	10613	-						66886997	ISN38_RS00060	2100		old_locus_tag=ISN38_00060
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	8514	10613	-	WP_047324945.1	WP_047324945.1		PAS domain S-box protein		66886997	ISN38_RS00060	2100	699	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	10788	13577	+						66886998	ISN38_RS00065	2790		old_locus_tag=ISN38_00065
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	10788	13577	+	WP_047324944.1	WP_047324944.1		bifunctional diguanylate cyclase/phosphodiesterase		66886998	ISN38_RS00065	2790	929	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	14115	15875	+						66886999	ISN38_RS00070	1761		old_locus_tag=ISN38_00070
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	14115	15875	+	WP_058362074.1	WP_058362074.1		ABC transporter permease subunit		66886999	ISN38_RS00070	1761	586	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	15896	17215	+						66887000	ISN38_RS00075	1320		old_locus_tag=ISN38_00075
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	15896	17215	+	WP_004425647.1	WP_004425647.1		nitrate/sulfonate/bicarbonate ABC transporter ATP-binding protein		66887000	ISN38_RS00075	1320	439	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	17446	17763	-						66887001	ISN38_RS00080	318		old_locus_tag=ISN38_00080
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	17446	17763	-	WP_004425649.1	WP_004425649.1		hypothetical protein		66887001	ISN38_RS00080	318	105	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	17891	19081	-						66887002	ISN38_RS00085	1191		old_locus_tag=ISN38_00085
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	17891	19081	-	WP_004425653.1	WP_004425653.1		methyl-accepting chemotaxis protein		66887002	ISN38_RS00085	1191	396	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	19217	19831	-					hflD	66887003	ISN38_RS00090	615		old_locus_tag=ISN38_00090
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	19217	19831	-	WP_004425656.1	WP_004425656.1		high frequency lysogenization protein HflD	hflD	66887003	ISN38_RS00090	615	204	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	19828	20967	-					mnmA	66887004	ISN38_RS00095	1140		old_locus_tag=ISN38_00095
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	19828	20967	-	WP_004425659.1	WP_004425659.1		tRNA 2-thiouridine(34) synthase MnmA	mnmA	66887004	ISN38_RS00095	1140	379	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	20964	21422	-						66887005	ISN38_RS00100	459		old_locus_tag=ISN38_00100
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	20964	21422	-	WP_004425664.1	WP_004425664.1		NUDIX hydrolase		66887005	ISN38_RS00100	459	152	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	21422	21925	-						66887006	ISN38_RS00105	504		old_locus_tag=ISN38_00105
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	21422	21925	-	WP_230811712.1	WP_230811712.1		hypothetical protein		66887006	ISN38_RS00105	504	167	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	22013	22333	+					clpS	66887007	ISN38_RS00110	321		old_locus_tag=ISN38_00110
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	22013	22333	+	WP_004425668.1	WP_004425668.1		ATP-dependent Clp protease adapter ClpS	clpS	66887007	ISN38_RS00110	321	106	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	22457	24739	+					clpA	66887008	ISN38_RS00115	2283		old_locus_tag=ISN38_00115
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	22457	24739	+	WP_004425670.1	WP_004425670.1		ATP-dependent Clp protease ATP-binding subunit ClpA	clpA	66887008	ISN38_RS00115	2283	760	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	24864	25082	-					infA	66887009	ISN38_RS00120	219		old_locus_tag=ISN38_00120
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	24864	25082	-	WP_004425677.1	WP_004425677.1		translation initiation factor IF-1	infA	66887009	ISN38_RS00120	219	72	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	25179	25916	-					aat	66887010	ISN38_RS00125	738		old_locus_tag=ISN38_00125
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	25179	25916	-	WP_004425679.1	WP_004425679.1		leucyl/phenylalanyl-tRNA--protein transferase	aat	66887010	ISN38_RS00125	738	245	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	25946	27067	-						66887011	ISN38_RS00130	1122		old_locus_tag=ISN38_00130
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	25946	27067	-	WP_058358898.1	WP_058358898.1		GNAT family N-acetyltransferase		66887011	ISN38_RS00130	1122	373	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	27122	28090	-					trxB	66887012	ISN38_RS00135	969		old_locus_tag=ISN38_00135
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	27122	28090	-	WP_058358897.1	WP_058358897.1		thioredoxin-disulfide reductase	trxB	66887012	ISN38_RS00135	969	322	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	28378	30735	+						66887013	ISN38_RS00140	2358		old_locus_tag=ISN38_00140
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	28378	30735	+	WP_047324941.1	WP_047324941.1		DNA translocase FtsK		66887013	ISN38_RS00140	2358	785	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	30837	32777	+						66887014	ISN38_RS00145	1941		old_locus_tag=ISN38_00145
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	30837	32777	+	WP_241753971.1	WP_241753971.1		DUF3857 and transglutaminase domain-containing protein		66887014	ISN38_RS00145	1941	646	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	32851	33477	+					lolA	66887015	ISN38_RS00150	627		old_locus_tag=ISN38_00150
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	32851	33477	+	WP_004425689.1	WP_004425689.1		outer membrane lipoprotein chaperone LolA	lolA	66887015	ISN38_RS00150	627	208	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	33541	37707	-						66887016	ISN38_RS00155	4167		old_locus_tag=ISN38_00155
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	33541	37707	-	WP_171815510.1	WP_171815510.1		type III effector		66887016	ISN38_RS00155	4167	1388	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	37960	39327	+						66887017	ISN38_RS00160	1368		old_locus_tag=ISN38_00160
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	37960	39327	+	WP_004425692.1	WP_004425692.1		replication-associated recombination protein A		66887017	ISN38_RS00160	1368	455	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	39615	40982	+						66887018	ISN38_RS00165	1368		old_locus_tag=ISN38_00165
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	39615	40982	+	WP_004425694.1	WP_004425694.1		voltage-gated chloride channel family protein		66887018	ISN38_RS00165	1368	455	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	41090	41677	-						66887019	ISN38_RS00170	588		old_locus_tag=ISN38_00170
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	41090	41677	-	WP_038236944.1	WP_038236944.1		aspartyl protease family protein		66887019	ISN38_RS00170	588	195	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	41904	42560	-						66887020	ISN38_RS00175	657		old_locus_tag=ISN38_00175
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	41904	42560	-	WP_004425698.1	WP_004425698.1		hypothetical protein		66887020	ISN38_RS00175	657	218	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	42554	43036	-						66887021	ISN38_RS00180	483		old_locus_tag=ISN38_00180
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	42554	43036	-	WP_004425700.1	WP_004425700.1		cytochrome c-type biogenesis protein CcmH		66887021	ISN38_RS00180	483	160	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	43033	43575	-						66887022	ISN38_RS00185	543		old_locus_tag=ISN38_00185
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	43033	43575	-	WP_004427191.1	WP_004427191.1		DsbE family thiol:disulfide interchange protein		66887022	ISN38_RS00185	543	180	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	43572	45557	-						66887023	ISN38_RS00190	1986		old_locus_tag=ISN38_00190
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	43572	45557	-	WP_047324938.1	WP_047324938.1		heme lyase CcmF/NrfE family subunit		66887023	ISN38_RS00190	1986	661	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	45616	46092	-					ccmE	66887024	ISN38_RS00195	477		old_locus_tag=ISN38_00195
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	45616	46092	-	WP_003474889.1	WP_003474889.1		cytochrome c maturation protein CcmE	ccmE	66887024	ISN38_RS00195	477	158	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	46076	46291	-					ccmD	66887025	ISN38_RS00200	216		old_locus_tag=ISN38_00200
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	46076	46291	-	WP_004425707.1	WP_004425707.1		heme exporter protein CcmD	ccmD	66887025	ISN38_RS00200	216	71	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	46288	47091	-						66887026	ISN38_RS00205	804		old_locus_tag=ISN38_00205
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	46288	47091	-	WP_206711987.1	WP_206711987.1		heme ABC transporter permease		66887026	ISN38_RS00205	804	267	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	47103	48434	-						66887027	ISN38_RS00210	1332		old_locus_tag=ISN38_00210
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	47103	48434	-	WP_206711988.1	WP_206711988.1		S8 family serine peptidase		66887027	ISN38_RS00210	1332	443	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	48431	49069	-						66887028	ISN38_RS00215	639		old_locus_tag=ISN38_00215
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	48431	49069	-	WP_004425713.1	WP_004425713.1		hypothetical protein		66887028	ISN38_RS00215	639	212	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	49066	49650	-						66887029	ISN38_RS00220	585		old_locus_tag=ISN38_00220
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	49066	49650	-	WP_003474879.1	WP_003474879.1		sigma-70 family RNA polymerase sigma factor		66887029	ISN38_RS00220	585	194	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	49715	50503	-						66887030	ISN38_RS00225	789		old_locus_tag=ISN38_00225
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	49715	50503	-	WP_004425717.1	WP_004425717.1		hypothetical protein		66887030	ISN38_RS00225	789	262	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	50795	51193	-						66887031	ISN38_RS00230	399		old_locus_tag=ISN38_00230
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	50795	51193	-	WP_047324934.1	WP_047324934.1		c-type cytochrome		66887031	ISN38_RS00230	399	132	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	51223	52584	-						66887032	ISN38_RS00235	1362		old_locus_tag=ISN38_00235
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	51223	52584	-	WP_206711989.1	WP_206711989.1		cytochrome C		66887032	ISN38_RS00235	1362	453	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	52645	53154	-						66887033	ISN38_RS00240	510		old_locus_tag=ISN38_00240
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	52645	53154	-	WP_004425723.1	WP_004425723.1		cytochrome b		66887033	ISN38_RS00240	510	169	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	53503	53919	+						66887034	ISN38_RS00245	417		old_locus_tag=ISN38_00245
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	53503	53919	+	WP_004425725.1	WP_004425725.1		FdtA/QdtA family cupin domain-containing protein		66887034	ISN38_RS00245	417	138	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	53924	54589	+						66887035	ISN38_RS00250	666		old_locus_tag=ISN38_00250
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	53924	54589	+	WP_004425727.1	WP_004425727.1		acetyltransferase		66887035	ISN38_RS00250	666	221	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	54594	55553	+						66887036	ISN38_RS00255	960		old_locus_tag=ISN38_00255
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	54594	55553	+	WP_004425729.1	WP_004425729.1		hypothetical protein		66887036	ISN38_RS00255	960	319	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	55540	56475	+						66887037	ISN38_RS00260	936		old_locus_tag=ISN38_00260
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	55540	56475	+	WP_004425730.1	WP_004425730.1		GNAT family N-acetyltransferase		66887037	ISN38_RS00260	936	311	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	56472	57587	+						66887038	ISN38_RS00265	1116		old_locus_tag=ISN38_00265
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	56472	57587	+	WP_004425732.1	WP_004425732.1		DegT/DnrJ/EryC1/StrS family aminotransferase		66887038	ISN38_RS00265	1116	371	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	57584	58837	+						66887039	ISN38_RS00270	1254		old_locus_tag=ISN38_00270
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	57584	58837	+	WP_206710062.1	WP_206710062.1		O-antigen translocase		66887039	ISN38_RS00270	1254	417	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	58837	59778	+						66887040	ISN38_RS00275	942		old_locus_tag=ISN38_00275
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	58837	59778	+	WP_047324933.1	WP_047324933.1		glycosyltransferase		66887040	ISN38_RS00275	942	313	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	59775	60962	+						66887041	ISN38_RS00280	1188		old_locus_tag=ISN38_00280
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	59775	60962	+	WP_058358893.1	WP_058358893.1		hypothetical protein		66887041	ISN38_RS00280	1188	395	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	60959	61816	+						66887042	ISN38_RS00285	858		old_locus_tag=ISN38_00285
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	60959	61816	+	WP_004425740.1	WP_004425740.1		Wzz/FepE/Etk N-terminal domain-containing protein		66887042	ISN38_RS00285	858	285	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	61952	62800	+						66887043	ISN38_RS00290	849		old_locus_tag=ISN38_00290
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	61952	62800	+	WP_004425741.1	WP_004425741.1		class I SAM-dependent methyltransferase		66887043	ISN38_RS00290	849	282	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	62804	64036	+						66887044	ISN38_RS00295	1233		old_locus_tag=ISN38_00295
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	62804	64036	+	WP_206711990.1	WP_206711990.1		amidohydrolase family protein		66887044	ISN38_RS00295	1233	410	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	64033	64731	+						66887045	ISN38_RS00300	699		old_locus_tag=ISN38_00300
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	64033	64731	+	WP_058363198.1	WP_058363198.1		class I SAM-dependent methyltransferase		66887045	ISN38_RS00300	699	232	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	64755	66098	+						66887046	ISN38_RS00305	1344		old_locus_tag=ISN38_00305
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	64755	66098	+	WP_004425747.1	WP_004425747.1		cobalamin-dependent protein		66887046	ISN38_RS00305	1344	447	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	66125	67249	+						66887047	ISN38_RS00310	1125		old_locus_tag=ISN38_00310
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	66125	67249	+	WP_003474849.1	WP_003474849.1		glycosyltransferase family 4 protein		66887047	ISN38_RS00310	1125	374	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	67246	68352	+						66887048	ISN38_RS00315	1107		old_locus_tag=ISN38_00315
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	67246	68352	+	WP_004425749.1	WP_004425749.1		glycosyltransferase family 4 protein		66887048	ISN38_RS00315	1107	368	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	68650	69174	-						66887049	ISN38_RS00320	525		old_locus_tag=ISN38_00320
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	68650	69174	-	WP_206711991.1	WP_206711991.1		transposase		66887049	ISN38_RS00320	525	174	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	69368	70518	-						66887050	ISN38_RS00325	1151		old_locus_tag=ISN38_00325
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	69368	70518	-	WP_199222609.1	WP_199222609.1		IS3 family transposase		66887050	ISN38_RS00325	1152	383	ribosomal_slippage
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	70930	72138	+						66887051	ISN38_RS00330	1209		old_locus_tag=ISN38_00330
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	70930	72138	+	WP_003471895.1	WP_003471895.1		PLP-dependent aminotransferase family protein		66887051	ISN38_RS00330	1209	402	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	72161	72871	+						66887052	ISN38_RS00335	711		old_locus_tag=ISN38_00335
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	72161	72871	+	WP_003471896.1	WP_003471896.1		MOSC domain-containing protein		66887052	ISN38_RS00335	711	236	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	73184	73900	+					dapB	66887053	ISN38_RS00340	717		old_locus_tag=ISN38_00340
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	73184	73900	+	WP_080964776.1	WP_080964776.1		4-hydroxy-tetrahydrodipicolinate reductase	dapB	66887053	ISN38_RS00340	717	238	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	74062	75216	+					carA	66887054	ISN38_RS00345	1155		old_locus_tag=ISN38_00345
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	74062	75216	+	WP_038239539.1	WP_038239539.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA	66887054	ISN38_RS00345	1155	384	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	75213	75617	+						66887055	ISN38_RS00350	405		old_locus_tag=ISN38_00350
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	75213	75617	+	WP_038239542.1	WP_038239542.1		four helix bundle protein		66887055	ISN38_RS00350	405	134	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	75619	78861	+					carB	66887056	ISN38_RS00355	3243		old_locus_tag=ISN38_00355
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	75619	78861	+	WP_058359162.1	WP_058359162.1		carbamoyl-phosphate synthase large subunit	carB	66887056	ISN38_RS00355	3243	1080	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	78870	79334	+					greA	66887057	ISN38_RS00360	465		old_locus_tag=ISN38_00360
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	78870	79334	+	WP_170874001.1	WP_170874001.1		transcription elongation factor GreA	greA	66887057	ISN38_RS00360	465	154	
gene	protein_coding	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	79339	80259	+						66887058	ISN38_RS00365	921		old_locus_tag=ISN38_00365
CDS	with_protein	GCF_017301775.1	Primary Assembly	chromosome		NZ_CP063993.1	79339	80259	+	WP_003472164.1	WP_003472164.1		hypothetical protein		66887058	ISN38_RS00365	921	306	
