# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	11491	12255	+	WP_053046134.1	WP_053046134.1		TonB-system energizer ExbB	exbB		H7A86_RS00045	765	254	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	12301	12723	+							H7A86_RS00050	423		old_locus_tag=XSP_000010
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	12301	12723	+	WP_119130014.1	WP_119130014.1		biopolymer transporter ExbD			H7A86_RS00050	423	140	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	12727	13137	+							H7A86_RS00055	411		old_locus_tag=XSP_000011
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	12727	13137	+	WP_104606212.1	WP_104606212.1		biopolymer transporter ExbD			H7A86_RS00055	411	136	
gene	pseudogene	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	13352	13740	+							H7A86_RS00060	389		pseudo;old_locus_tag=XSP_000012
CDS	without_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	13352	13740	+				biopolymer transporter ExbD			H7A86_RS00060	389		pseudo
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	13998	14765	-							H7A86_RS00065	768		old_locus_tag=XSP_000013
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	13998	14765	-	WP_119130015.1	WP_119130015.1		pyridoxine 5'-phosphate synthase			H7A86_RS00065	768	255	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	14776	15045	-							H7A86_RS00070	270		old_locus_tag=XSP_000014
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	14776	15045	-	WP_104535352.1	WP_104535352.1		hypothetical protein			H7A86_RS00070	270	89	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	15120	16580	-					cls		H7A86_RS00075	1461		old_locus_tag=XSP_000015
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	15120	16580	-	WP_104586248.1	WP_104586248.1		cardiolipin synthase	cls		H7A86_RS00075	1461	486	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	16717	17811	+							H7A86_RS00080	1095		old_locus_tag=XSP_000016
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	16717	17811	+	WP_115676439.1	WP_115676439.1		PA0069 family radical SAM protein			H7A86_RS00080	1095	364	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	17909	18610	-							H7A86_RS00085	702		old_locus_tag=XSP_000017
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	17909	18610	-	WP_119130572.1	WP_119130572.1		2OG-Fe(II) oxygenase			H7A86_RS00085	702	233	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	18917	20257	-							H7A86_RS00090	1341		old_locus_tag=XSP_000018
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	18917	20257	-	WP_104586250.1	WP_104586250.1		outer membrane protein transport protein			H7A86_RS00090	1341	446	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	20475	21167	+							H7A86_RS00095	693		old_locus_tag=XSP_000019
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	20475	21167	+	WP_003482177.1	WP_003482177.1		rhomboid family intramembrane serine protease			H7A86_RS00095	693	230	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	21247	21567	+							H7A86_RS00100	321		old_locus_tag=XSP_000020
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	21247	21567	+	WP_016901574.1	WP_016901574.1		DUF1820 family protein			H7A86_RS00100	321	106	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	21567	22553	+							H7A86_RS00105	987		old_locus_tag=XSP_000021
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	21567	22553	+	WP_119130016.1	WP_119130016.1		D-2-hydroxyacid dehydrogenase family protein			H7A86_RS00105	987	328	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	22790	24319	-							H7A86_RS00110	1530		old_locus_tag=XSP_000022
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	22790	24319	-	WP_119130017.1	WP_119130017.1		S41 family peptidase			H7A86_RS00110	1530	509	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	24461	25759	-							H7A86_RS00115	1299		old_locus_tag=XSP_000023
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	24461	25759	-	WP_180707973.1	WP_180707973.1		peptidoglycan DD-metalloendopeptidase family protein			H7A86_RS00115	1299	432	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	25857	26513	+							H7A86_RS00120	657		old_locus_tag=XSP_000024
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	25857	26513	+	WP_104586254.1	WP_104586254.1		hypothetical protein			H7A86_RS00120	657	218	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	26574	28361	+							H7A86_RS00125	1788		old_locus_tag=XSP_000025
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	26574	28361	+	WP_119130018.1	WP_119130018.1		M28 family metallopeptidase			H7A86_RS00125	1788	595	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	28689	29135	-							H7A86_RS00130	447		old_locus_tag=XSP_000026
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	28689	29135	-	WP_180707974.1	WP_180707974.1		PepSY domain-containing protein			H7A86_RS00130	447	148	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	29427	30488	-							H7A86_RS00135	1062		old_locus_tag=XSP_000027
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	29427	30488	-	WP_119130020.1	WP_119130020.1		glycoside hydrolase family 5 protein			H7A86_RS00135	1062	353	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	31000	31989	-							H7A86_RS00140	990		old_locus_tag=XSP_000028
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	31000	31989	-	WP_180708108.1	WP_180708108.1		glycoside hydrolase family 5 protein			H7A86_RS00140	990	329	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	32774	33847	-							H7A86_RS00145	1074		old_locus_tag=XSP_000029
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	32774	33847	-	WP_119130022.1	WP_119130022.1		glycoside hydrolase family 5 protein			H7A86_RS00145	1074	357	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	34156	35214	+							H7A86_RS00150	1059		old_locus_tag=XSP_000030
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	34156	35214	+	WP_104586240.1	WP_104586240.1		NAD(P)-dependent alcohol dehydrogenase			H7A86_RS00150	1059	352	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	35398	36486	-							H7A86_RS00155	1089		old_locus_tag=XSP_000031
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	35398	36486	-	WP_119130023.1	WP_119130023.1		acyltransferase			H7A86_RS00155	1089	362	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	37160	38641	-							H7A86_RS00160	1482		old_locus_tag=XSP_000032
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	37160	38641	-	WP_115675515.1	WP_115675515.1		FAD-dependent oxidoreductase			H7A86_RS00160	1482	493	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	38771	43243	-					gltB		H7A86_RS00165	4473		old_locus_tag=XSP_000033
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	38771	43243	-	WP_119130024.1	WP_119130024.1		glutamate synthase large subunit	gltB		H7A86_RS00165	4473	1490	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	43446	43826	-							H7A86_RS00170	381		old_locus_tag=XSP_000034
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	43446	43826	-	WP_104586236.1	WP_104586236.1		Elastase inhibitor AFLEI Flags: Precursor			H7A86_RS00170	381	126	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	43886	45187	+							H7A86_RS00175	1302		old_locus_tag=XSP_000035
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	43886	45187	+	WP_232099351.1	WP_232099351.1		DNA topoisomerase IB			H7A86_RS00175	1302	433	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	45190	45753	-							H7A86_RS00180	564		old_locus_tag=XSP_000036
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	45190	45753	-	WP_232099144.1	WP_232099144.1		methyltransferase domain-containing protein			H7A86_RS00180	564	187	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	46103	46423	+							H7A86_RS00185	321		old_locus_tag=XSP_000037
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	46103	46423	+	WP_119130026.1	WP_119130026.1		hypothetical protein			H7A86_RS00185	321	106	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	46649	46993	-							H7A86_RS00190	345		old_locus_tag=XSP_000038
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	46649	46993	-	WP_119130027.1	WP_119130027.1		hypothetical protein			H7A86_RS00190	345	114	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	47257	47511	+							H7A86_RS20820	255		
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	47257	47511	+	WP_232099150.1	WP_232099150.1		hypothetical protein			H7A86_RS20820	255	84	
gene	pseudogene	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	47511	47600	+							H7A86_RS20825	90		partial;pseudo
CDS	without_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	47511	47600	+				pirin family protein			H7A86_RS20825	90		partial;pseudo
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	47683	48123	+							H7A86_RS20830	441		
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	47683	48123	+	WP_232099152.1	WP_232099152.1		hypothetical protein			H7A86_RS20830	441	146	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	48332	48946	+							H7A86_RS00200	615		old_locus_tag=XSP_000040
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	48332	48946	+	WP_119130028.1	WP_119130028.1		NAD(P)H-dependent oxidoreductase			H7A86_RS00200	615	204	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	49153	50100	-							H7A86_RS00205	948		old_locus_tag=XSP_000041
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	49153	50100	-	WP_104650095.1	WP_104650095.1		LysR family transcriptional regulator			H7A86_RS00205	948	315	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	50526	50744	-							H7A86_RS00210	219		old_locus_tag=XSP_000042
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	50526	50744	-	WP_119130029.1	WP_119130029.1		hypothetical protein			H7A86_RS00210	219	72	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	50741	59269	-							H7A86_RS00215	8529		old_locus_tag=XSP_000043
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	50741	59269	-	WP_180708109.1	WP_180708109.1		cyclic beta 1-2 glucan synthetase			H7A86_RS00215	8529	2842	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	59532	60362	-							H7A86_RS00220	831		old_locus_tag=XSP_000044
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	59532	60362	-	WP_119130031.1	WP_119130031.1		trypsin-like serine protease			H7A86_RS00220	831	276	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	60844	62559	-							H7A86_RS00225	1716		old_locus_tag=XSP_000045
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	60844	62559	-	WP_180707975.1	WP_180707975.1		ribonuclease H-like domain-containing protein			H7A86_RS00225	1716	571	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	62556	65051	-							H7A86_RS00230	2496		old_locus_tag=XSP_000046
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	62556	65051	-	WP_180707976.1	WP_180707976.1		DEAD/DEAH box helicase			H7A86_RS00230	2496	831	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	65225	65887	+							H7A86_RS00235	663		old_locus_tag=XSP_000047
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	65225	65887	+	WP_119130032.1	WP_119130032.1		hemolysin III family protein			H7A86_RS00235	663	220	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	65955	66212	+							H7A86_RS00240	258		old_locus_tag=XSP_000048
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	65955	66212	+	WP_104585948.1	WP_104585948.1		type II toxin-antitoxin system Phd/YefM family antitoxin			H7A86_RS00240	258	85	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	66230	66499	+							H7A86_RS00245	270		old_locus_tag=XSP_000049
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	66230	66499	+	WP_232087895.1	WP_232087895.1		type II toxin-antitoxin system RelE/ParE family toxin			H7A86_RS00245	270	89	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	66512	67030	-							H7A86_RS00250	519		old_locus_tag=XSP_000050
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	66512	67030	-	WP_232099154.1	WP_232099154.1		hypothetical protein			H7A86_RS00250	519	172	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	67227	68324	-							H7A86_RS00255	1098		old_locus_tag=XSP_000051
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	67227	68324	-	WP_232099155.1	WP_232099155.1		hypothetical protein			H7A86_RS00255	1098	365	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	68665	69309	+							H7A86_RS00260	645		old_locus_tag=XSP_000052
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	68665	69309	+	WP_119130034.1	WP_119130034.1		glutathione S-transferase family protein			H7A86_RS00260	645	214	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	69459	70166	+							H7A86_RS00265	708		old_locus_tag=XSP_000053
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	69459	70166	+	WP_119130035.1	WP_119130035.1		hypothetical protein			H7A86_RS00265	708	235	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	70314	72395	-							H7A86_RS00270	2082		old_locus_tag=XSP_000054
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	70314	72395	-	WP_119130036.1	WP_119130036.1		M13 family metallopeptidase			H7A86_RS00270	2082	693	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	72662	74743	-							H7A86_RS00275	2082		old_locus_tag=XSP_000055
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	72662	74743	-	WP_119130037.1	WP_119130037.1		M13 family metallopeptidase			H7A86_RS00275	2082	693	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	74916	75803	-							H7A86_RS00280	888		old_locus_tag=XSP_000056
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	74916	75803	-	WP_119130038.1	WP_119130038.1		LysR family transcriptional regulator			H7A86_RS00280	888	295	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	75939	76691	+							H7A86_RS00285	753		old_locus_tag=XSP_000057
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	75939	76691	+	WP_039518017.1	WP_039518017.1		SDR family oxidoreductase			H7A86_RS00285	753	250	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	76873	77562	+							H7A86_RS00290	690		old_locus_tag=XSP_000058
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	76873	77562	+	WP_119130039.1	WP_119130039.1		glutathione S-transferase family protein			H7A86_RS00290	690	229	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	77899	78039	+							H7A86_RS00295	141		old_locus_tag=XSP_000059
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	77899	78039	+	WP_166744737.1	WP_166744737.1		hypothetical protein			H7A86_RS00295	141	46	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	78966	80096	+							H7A86_RS00300	1131		old_locus_tag=XSP_000060
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	78966	80096	+	WP_232099157.1	WP_232099157.1		ATP-binding protein			H7A86_RS00300	1131	376	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	80093	80830	+							H7A86_RS00305	738		old_locus_tag=XSP_000061
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	80093	80830	+	WP_119130042.1	WP_119130042.1		DUF4435 domain-containing protein			H7A86_RS00305	738	245	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	81072	81293	-							H7A86_RS00310	222		old_locus_tag=XSP_000062
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	81072	81293	-	WP_180707977.1	WP_180707977.1		hypothetical protein			H7A86_RS00310	222	73	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	81905	82258	+							H7A86_RS00315	354		old_locus_tag=XSP_000063
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	81905	82258	+	WP_119130581.1	WP_119130581.1		type I toxin-antitoxin system SymE family toxin			H7A86_RS00315	354	117	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	82319	83056	+							H7A86_RS00320	738		old_locus_tag=XSP_000064
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	82319	83056	+	WP_232099158.1	WP_232099158.1		RNA polymerase sigma factor			H7A86_RS00320	738	245	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	83205	83471	+							H7A86_RS00325	267		old_locus_tag=XSP_000065
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	83205	83471	+	WP_119130045.1	WP_119130045.1		hypothetical protein			H7A86_RS00325	267	88	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	83561	84031	+							H7A86_RS00330	471		old_locus_tag=XSP_000066
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	83561	84031	+	WP_147421283.1	WP_147421283.1		hypothetical protein			H7A86_RS00330	471	156	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	84984	86246	+							H7A86_RS00335	1263		old_locus_tag=XSP_000068
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	84984	86246	+	WP_119130047.1	WP_119130047.1		pectate lyase			H7A86_RS00335	1263	420	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	86825	88102	+							H7A86_RS00340	1278		old_locus_tag=XSP_000069
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	86825	88102	+	WP_119130048.1	WP_119130048.1		pectate lyase			H7A86_RS00340	1278	425	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	88254	88661	-							H7A86_RS00345	408		old_locus_tag=XSP_000070
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	88254	88661	-	WP_119130049.1	WP_119130049.1		DoxX family protein			H7A86_RS00345	408	135	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	88754	89131	+							H7A86_RS00350	378		old_locus_tag=XSP_000071
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	88754	89131	+	WP_119130050.1	WP_119130050.1		helix-turn-helix transcriptional regulator			H7A86_RS00350	378	125	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	89441	89620	-							H7A86_RS00355	180		old_locus_tag=XSP_000072
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	89441	89620	-	WP_053046117.1	WP_053046117.1		CsbD family protein			H7A86_RS00355	180	59	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	89834	92089	+							H7A86_RS00360	2256		old_locus_tag=XSP_000073
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	89834	92089	+	WP_119130051.1	WP_119130051.1		PAS domain-containing protein			H7A86_RS00360	2256	751	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	92160	93317	-							H7A86_RS00365	1158		old_locus_tag=XSP_000074
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	92160	93317	-	WP_180707978.1	WP_180707978.1		HDOD domain-containing protein			H7A86_RS00365	1158	385	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	93684	93995	-							H7A86_RS00370	312		old_locus_tag=XSP_000075
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	93684	93995	-	WP_104586106.1	WP_104586106.1		hypothetical protein			H7A86_RS00370	312	103	
gene	pseudogene	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	93992	95061	-							H7A86_RS00375	1070		pseudo;old_locus_tag=XSP_000076
CDS	without_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	93992	95061	-				M4 family metallopeptidase			H7A86_RS00375	1070		pseudo
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	95172	95828	-							H7A86_RS00380	657		old_locus_tag=XSP_000077
CDS	with_protein	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	95172	95828	-	WP_119130052.1	WP_119130052.1		SDR family oxidoreductase			H7A86_RS00380	657	218	
gene	protein_coding	GCF_903989455.1	Primary Assembly	chromosome		NZ_LR861803.1	96226	96681	+							H7A86_RS00385	456		old_locus_tag=XSP_000078
