# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	3395	4108	+							G4Q83_RS00030	714		old_locus_tag=G4Q83_00030
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	3395	4108	+	WP_128420535.1	WP_128420535.1		alpha/beta hydrolase			G4Q83_RS00030	714	237	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	4247	5023	-					ppk2		G4Q83_RS00035	777		old_locus_tag=G4Q83_00035
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	4247	5023	-	WP_128420536.1	WP_128420536.1		polyphosphate kinase 2	ppk2		G4Q83_RS00035	777	258	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	5020	5364	-							G4Q83_RS00040	345		old_locus_tag=G4Q83_00040
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	5020	5364	-	WP_128420537.1	WP_128420537.1		hypothetical protein			G4Q83_RS00040	345	114	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	5378	5896	-					moaB		G4Q83_RS00045	519		old_locus_tag=G4Q83_00045
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	5378	5896	-	WP_128420538.1	WP_128420538.1		molybdenum cofactor biosynthesis protein B	moaB		G4Q83_RS00045	519	172	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	6287	6904	-							G4Q83_RS00050	618		old_locus_tag=G4Q83_00050
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	6287	6904	-	WP_246432209.1	WP_246432209.1		antibiotic biosynthesis monooxygenase			G4Q83_RS00050	618	205	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	7196	8179	-							G4Q83_RS00055	984		old_locus_tag=G4Q83_00055
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	7196	8179	-	WP_185817191.1	WP_185817191.1		IS5 family transposase			G4Q83_RS00055	984	327	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	8229	8951	+							G4Q83_RS00060	723		old_locus_tag=G4Q83_00060
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	8229	8951	+	WP_221893100.1	WP_221893100.1		IS630 family transposase			G4Q83_RS00060	723	240	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	8951	9241	+							G4Q83_RS22385	291		
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	8951	9241	+	WP_221893101.1	WP_221893101.1		transposase			G4Q83_RS22385	291	96	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	9292	11001	-							G4Q83_RS00065	1710		old_locus_tag=G4Q83_00065
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	9292	11001	-	WP_128421222.1	WP_128421222.1		tetratricopeptide repeat protein			G4Q83_RS00065	1710	569	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	11051	12136	-					prfA		G4Q83_RS00070	1086		old_locus_tag=G4Q83_00070
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	11051	12136	-	WP_128421223.1	WP_128421223.1		peptide chain release factor 1	prfA		G4Q83_RS00070	1086	361	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	12114	13397	-					hemA		G4Q83_RS00075	1284		old_locus_tag=G4Q83_00075
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	12114	13397	-	WP_128421224.1	WP_128421224.1		glutamyl-tRNA reductase	hemA		G4Q83_RS00075	1284	427	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	13466	15163	+							G4Q83_RS00080	1698		old_locus_tag=G4Q83_00080
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	13466	15163	+	WP_128421225.1	WP_128421225.1		tetratricopeptide repeat protein			G4Q83_RS00080	1698	565	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	15172	15813	+					lolB		G4Q83_RS00085	642		old_locus_tag=G4Q83_00085
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	15172	15813	+	WP_246432210.1	WP_246432210.1		lipoprotein insertase outer membrane protein LolB	lolB		G4Q83_RS00085	642	213	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	15810	16673	+					ispE		G4Q83_RS00090	864		old_locus_tag=G4Q83_00090
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	15810	16673	+	WP_128421227.1	WP_128421227.1		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE		G4Q83_RS00090	864	287	
gene	tRNA	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	16688	16764	+							G4Q83_RS00095	77		old_locus_tag=G4Q83_00095
tRNA		GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	16688	16764	+				tRNA-Gln			G4Q83_RS00095	77		anticodon=TTG
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	16909	17868	+							G4Q83_RS00100	960		old_locus_tag=G4Q83_00100
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	16909	17868	+	WP_128421228.1	WP_128421228.1		ribose-phosphate diphosphokinase			G4Q83_RS00100	960	319	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	18022	18675	+							G4Q83_RS00105	654		old_locus_tag=G4Q83_00105
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	18022	18675	+	WP_128421229.1	WP_128421229.1		50S ribosomal protein L25/general stress protein Ctc			G4Q83_RS00105	654	217	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	18733	19344	+					pth		G4Q83_RS00110	612		old_locus_tag=G4Q83_00110
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	18733	19344	+	WP_128421230.1	WP_128421230.1		aminoacyl-tRNA hydrolase	pth		G4Q83_RS00110	612	203	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	19461	20552	+					ychF		G4Q83_RS00115	1092		old_locus_tag=G4Q83_00115
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	19461	20552	+	WP_128421231.1	WP_128421231.1		redox-regulated ATPase YchF	ychF		G4Q83_RS00115	1092	363	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	20749	20892	+							G4Q83_RS22390	144		
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	20749	20892	+	WP_211288332.1	WP_211288332.1		integrase arm-type DNA-binding domain-containing protein			G4Q83_RS22390	144	47	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	21351	22736	+							G4Q83_RS00125	1386		old_locus_tag=G4Q83_00125
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	21351	22736	+	WP_128421232.1	WP_128421232.1		MFS transporter			G4Q83_RS00125	1386	461	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	23017	23619	+					folE		G4Q83_RS00130	603		old_locus_tag=G4Q83_00130
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	23017	23619	+	WP_128421233.1	WP_128421233.1		GTP cyclohydrolase I FolE	folE		G4Q83_RS00130	603	200	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	23629	24918	+							G4Q83_RS00135	1290		partial;pseudo;old_locus_tag=G4Q83_00135
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	23629	24918	+				ATP-binding protein			G4Q83_RS00135	1290		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	24977	25993	-							G4Q83_RS00140	1017		old_locus_tag=G4Q83_00140
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	24977	25993	-	WP_185817303.1	WP_185817303.1		IS30 family transposase			G4Q83_RS00140	1017	338	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	26050	27178	+							G4Q83_RS00145	1129		pseudo;old_locus_tag=G4Q83_00145
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	26050	27178	+				DUF2220 family protein			G4Q83_RS00145	1129		pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	27212	27512	-							G4Q83_RS22730	301		partial;pseudo;old_locus_tag=G4Q83_00150
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	27212	27512	-				sulfite exporter TauE/SafE family protein			G4Q83_RS22730	301		partial;pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	27574	28372	+							G4Q83_RS00150	799		pseudo;old_locus_tag=G4Q83_00155
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	27574	28372	+				IS5 family transposase			G4Q83_RS00150	799		pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	28520	28951	+					tnpA		G4Q83_RS00155	432		pseudo;old_locus_tag=G4Q83_00160
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	28520	28951	+				IS200/IS605 family transposase	tnpA		G4Q83_RS00155	432		pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	29021	29790	+							G4Q83_RS00160	770		old_locus_tag=G4Q83_00165
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	29021	29790	+	WP_246432420.1	WP_246432420.1		IS5 family transposase			G4Q83_RS00160	771	256	ribosomal_slippage
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	29800	30255	-							G4Q83_RS00165	456		partial;pseudo;old_locus_tag=G4Q83_00170
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	29800	30255	-				sulfite exporter TauE/SafE family protein			G4Q83_RS00165	456		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	30358	30750	+							G4Q83_RS00170	393		old_locus_tag=G4Q83_00175
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	30358	30750	+	WP_128421768.1	WP_128421768.1		SEC-C domain-containing protein			G4Q83_RS00170	393	130	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	30979	31407	+							G4Q83_RS00175	429		old_locus_tag=G4Q83_00180
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	30979	31407	+	WP_128421769.1	WP_128421769.1		hypothetical protein			G4Q83_RS00175	429	142	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	31408	31734	+							G4Q83_RS00180	327		old_locus_tag=G4Q83_00185
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	31408	31734	+	WP_128421770.1	WP_128421770.1		hypothetical protein			G4Q83_RS00180	327	108	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	31982	32197	-							G4Q83_RS00185	216		old_locus_tag=G4Q83_00190
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	31982	32197	-	WP_128421771.1	WP_128421771.1		hypothetical protein			G4Q83_RS00185	216	71	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	32269	33120	+							G4Q83_RS00190	852		partial;pseudo;old_locus_tag=G4Q83_00195
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	32269	33120	+				D-hexose-6-phosphate mutarotase			G4Q83_RS00190	852		partial;pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	33265	33591	+							G4Q83_RS00195	327		partial;pseudo;old_locus_tag=G4Q83_00200
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	33265	33591	+				tetracycline resistance MFS efflux pump			G4Q83_RS00195	327		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	33778	34377	+							G4Q83_RS00200	600		old_locus_tag=G4Q83_00205
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	33778	34377	+	WP_128421773.1	WP_128421773.1		biliverdin-producing heme oxygenase			G4Q83_RS00200	600	199	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	34374	36278	+							G4Q83_RS00205	1905		old_locus_tag=G4Q83_00210
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	34374	36278	+	WP_128421774.1	WP_128421774.1		GAF domain-containing protein			G4Q83_RS00205	1905	634	
gene	rRNA	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	37120	38664	+							G4Q83_RS00210	1545		old_locus_tag=G4Q83_00215
rRNA		GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	37120	38664	+				16S ribosomal RNA			G4Q83_RS00210	1545		
gene	tRNA	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	38751	38826	+							G4Q83_RS00215	76		old_locus_tag=G4Q83_00220
tRNA		GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	38751	38826	+				tRNA-Ala			G4Q83_RS00215	76		anticodon=TGC
gene	tRNA	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	38903	38979	+							G4Q83_RS00220	77		old_locus_tag=G4Q83_00225
tRNA		GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	38903	38979	+				tRNA-Ile			G4Q83_RS00220	77		anticodon=GAT
gene	rRNA	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	39203	42082	+							G4Q83_RS00225	2880		old_locus_tag=G4Q83_00230
rRNA		GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	39203	42082	+				23S ribosomal RNA			G4Q83_RS00225	2880		
gene	rRNA	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	42252	42366	+					rrf		G4Q83_RS00230	115		old_locus_tag=G4Q83_00235
rRNA		GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	42252	42366	+				5S ribosomal RNA	rrf		G4Q83_RS00230	115		
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	42621	43243	+							G4Q83_RS00235	623		partial;pseudo;old_locus_tag=G4Q83_00240
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	42621	43243	+				transposase			G4Q83_RS00235	623		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	43767	43952	+							G4Q83_RS22735	186		old_locus_tag=G4Q83_00250
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	43767	43952	+	WP_185817229.1	WP_185817229.1		IS3 family transposase			G4Q83_RS22735	186	61	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	44060	46114	-							G4Q83_RS00250	2055		old_locus_tag=G4Q83_00255
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	44060	46114	-	WP_128421942.1	WP_128421942.1		YDG domain-containing protein			G4Q83_RS00250	2055	684	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	46164	47147	+							G4Q83_RS00255	984		old_locus_tag=G4Q83_00260
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	46164	47147	+	WP_185817191.1	WP_185817191.1		IS5 family transposase			G4Q83_RS00255	984	327	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	47251	47523	-							G4Q83_RS00260	273		old_locus_tag=G4Q83_00265
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	47251	47523	-	WP_128422025.1	WP_128422025.1		YDG domain-containing protein			G4Q83_RS00260	273	90	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	47524	48674	-							G4Q83_RS00265	1151		pseudo;old_locus_tag=G4Q83_00270
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	47524	48674	-				IS3 family transposase			G4Q83_RS00265	1151		pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	49161	50444	-							G4Q83_RS00275	1284		old_locus_tag=G4Q83_00280
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	49161	50444	-	WP_185817304.1	WP_185817304.1		RHS repeat-associated core domain-containing protein			G4Q83_RS00275	1284	427	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	51111	54755	-							G4Q83_RS00280	3645		partial;pseudo;old_locus_tag=G4Q83_00285
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	51111	54755	-				DUF6531 domain-containing protein			G4Q83_RS00280	3645		partial;pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	55089	55274	-							G4Q83_RS22740	186		partial;pseudo;old_locus_tag=G4Q83_00290
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	55089	55274	-				Ig-like domain-containing protein			G4Q83_RS22740	186		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	56076	61001	-							G4Q83_RS00290	4926		old_locus_tag=G4Q83_00295
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	56076	61001	-	WP_128421119.1	WP_128421119.1		IPT/TIG domain-containing protein			G4Q83_RS00290	4926	1641	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	61123	62148	+							G4Q83_RS00295	1026		old_locus_tag=G4Q83_00300
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	61123	62148	+	WP_158255050.1	WP_158255050.1		c-type cytochrome			G4Q83_RS00295	1026	341	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	62164	62637	-							G4Q83_RS00300	474		old_locus_tag=G4Q83_00305
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	62164	62637	-	WP_128421117.1	WP_128421117.1		hypothetical protein			G4Q83_RS00300	474	157	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	62763	64652	-					speA		G4Q83_RS00305	1890		old_locus_tag=G4Q83_00310
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	62763	64652	-	WP_128421116.1	WP_128421116.1		arginine decarboxylase	speA		G4Q83_RS00305	1890	629	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	64959	65810	+					speE		G4Q83_RS00310	852		old_locus_tag=G4Q83_00315
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	64959	65810	+	WP_128421115.1	WP_128421115.1		polyamine aminopropyltransferase	speE		G4Q83_RS00310	852	283	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	66244	66584	-							G4Q83_RS00315	341		partial;pseudo;old_locus_tag=G4Q83_00320
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	66244	66584	-				P-II family nitrogen regulator			G4Q83_RS00315	341		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	66760	67029	+							G4Q83_RS00320	270		old_locus_tag=G4Q83_00325
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	66760	67029	+	WP_128421114.1	WP_128421114.1		accessory factor UbiK family protein			G4Q83_RS00320	270	89	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	67042	68517	+							G4Q83_RS00325	1476		partial;pseudo;old_locus_tag=G4Q83_00330
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	67042	68517	+				YifB family Mg chelatase-like AAA ATPase			G4Q83_RS00325	1476		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	68661	69488	-							G4Q83_RS00330	828		old_locus_tag=G4Q83_00335
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	68661	69488	-	WP_185817305.1	WP_185817305.1		alpha/beta hydrolase			G4Q83_RS00330	828	275	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	69715	70679	-							G4Q83_RS00335	965		pseudo;old_locus_tag=G4Q83_00340
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	69715	70679	-				IS1595 family transposase			G4Q83_RS00335	965		pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	70871	71284	+							G4Q83_RS00340	414		partial;pseudo;old_locus_tag=G4Q83_00345
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	70871	71284	+				transposase			G4Q83_RS00340	414		partial;pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	71521	72128	-							G4Q83_RS22745	608		partial;pseudo
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	71521	72128	-				IS1595 family transposase			G4Q83_RS22745	608		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	72429	73745	+							G4Q83_RS00350	1317		old_locus_tag=G4Q83_00355
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	72429	73745	+	WP_128421806.1	WP_128421806.1		substrate-binding domain-containing protein			G4Q83_RS00350	1317	438	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	73944	74927	+							G4Q83_RS00355	984		old_locus_tag=G4Q83_00360
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	73944	74927	+	WP_128421805.1	WP_128421805.1		IS5 family transposase			G4Q83_RS00355	984	327	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	75124	75569	+							G4Q83_RS22750	446		partial;pseudo
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	75124	75569	+				winged helix-turn-helix domain-containing protein			G4Q83_RS22750	446		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	75690	76535	-							G4Q83_RS00365	846		old_locus_tag=G4Q83_00370
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	75690	76535	-	WP_185817306.1	WP_185817306.1		hypothetical protein			G4Q83_RS00365	846	281	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	76611	77761	+							G4Q83_RS00370	1151		pseudo;old_locus_tag=G4Q83_00375
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	76611	77761	+				IS3 family transposase			G4Q83_RS00370	1151		pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	78567	79541	+							G4Q83_RS22755	975		
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	78567	79541	+	WP_246432211.1	WP_246432211.1		RHS repeat-associated core domain-containing protein			G4Q83_RS22755	975	324	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	79583	79978	+							G4Q83_RS00380	396		old_locus_tag=G4Q83_00385
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	79583	79978	+	WP_128420421.1	WP_128420421.1		hypothetical protein			G4Q83_RS00380	396	131	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	80667	81770	-							G4Q83_RS00385	1104		pseudo;old_locus_tag=G4Q83_00390
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	80667	81770	-				IS3 family transposase			G4Q83_RS00385	1104		pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	81894	83516	-					zwf		G4Q83_RS00390	1623		old_locus_tag=G4Q83_00395
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	81894	83516	-	WP_246432212.1	WP_246432212.1		glucose-6-phosphate dehydrogenase	zwf		G4Q83_RS00390	1623	540	
